room_id	scene	node_path	type	parent	local_z	effective_z	z_as_relative	y_sort_enabled	canvas_layer	visible	draws_content	global_position	classification	script
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime	Node2D	.	0	0	true	false	0	true	false	0.0,0.0	ActorContainer	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime	Node2D	PersistentRuntime	0	0	true	false	0	true	false	0.0,0.0	ActorContainer	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player	CharacterBody2D	PersistentRuntime/ChapterRuntime	12	12	true	false	0	true	false	160.0,584.0	Player	res://scripts/player/player.gd
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/VisualRoot	Node2D	PersistentRuntime/ChapterRuntime/Player	0	12	true	false	0	true	false	160.0,584.0	Player	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/VisualRoot/AnimatedSprite2D	AnimatedSprite2D	PersistentRuntime/ChapterRuntime/Player/VisualRoot	0	12	true	false	0	true	true	160.0,584.0	Player	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/VisualRoot/WeaponVisual	Node2D	PersistentRuntime/ChapterRuntime/Player/VisualRoot	1	13	true	false	0	true	false	160.0,584.0	Player	res://scripts/player/player_weapon_visual.gd
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/VisualRoot/DeathEffects	Node2D	PersistentRuntime/ChapterRuntime/Player/VisualRoot	2	14	true	false	0	true	false	160.0,584.0	Player	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/VisualRoot/DeathEffects/GhostSprite	Sprite2D	PersistentRuntime/ChapterRuntime/Player/VisualRoot/DeathEffects	0	14	true	false	0	false	true	160.0,591.0	Player	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/CollisionShape2D	CollisionShape2D	PersistentRuntime/ChapterRuntime/Player	0	12	true	false	0	true	false	160.0,586.0	Player	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/Hurtbox	Area2D	PersistentRuntime/ChapterRuntime/Player	0	12	true	false	0	true	false	160.0,584.0	Player	res://scripts/combat/hurtbox_component.gd
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/Hurtbox/CollisionShape2D	CollisionShape2D	PersistentRuntime/ChapterRuntime/Player/Hurtbox	0	12	true	false	0	true	false	160.0,586.0	Player	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/CombatRoot	Node2D	PersistentRuntime/ChapterRuntime/Player	0	12	true	false	0	true	false	160.0,584.0	Player	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/CombatRoot/AttackHitbox	Area2D	PersistentRuntime/ChapterRuntime/Player/CombatRoot	0	12	true	false	0	true	false	189.0,581.0	Player	res://scripts/combat/hitbox_component.gd
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/CombatRoot/AttackHitbox/CollisionShape2D	CollisionShape2D	PersistentRuntime/ChapterRuntime/Player/CombatRoot/AttackHitbox	0	12	true	false	0	true	false	189.0,581.0	Player	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/CombatRoot/DashAttackHitbox	Area2D	PersistentRuntime/ChapterRuntime/Player/CombatRoot	0	12	true	false	0	true	false	197.0,581.0	Player	res://scripts/combat/hitbox_component.gd
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/CombatRoot/DashAttackHitbox/CollisionShape2D	CollisionShape2D	PersistentRuntime/ChapterRuntime/Player/CombatRoot/DashAttackHitbox	0	12	true	false	0	true	false	197.0,581.0	Player	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/Player/Camera2D	Camera2D	PersistentRuntime/ChapterRuntime/Player	0	12	true	false	0	true	false	160.0,479.0	Player	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/InitialSpawn	Marker2D	PersistentRuntime/ChapterRuntime	0	0	true	false	0	true	false	0.0,0.0	Unknown	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/HUD/HealthContainer	Control	PersistentRuntime/ChapterRuntime/HUD	0	0	true	false	1	true	false	0.0,0.0	UI	res://scripts/ui/player_health_hud.gd
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/HUD/HealthContainer/HealthBar	ProgressBar	PersistentRuntime/ChapterRuntime/HUD/HealthContainer	0	0	true	false	1	true	true	0.0,0.0	UI	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/HUD/HealthContainer/HealthValue	Label	PersistentRuntime/ChapterRuntime/HUD/HealthContainer	0	0	true	false	1	true	true	0.0,0.0	UI	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/HUD/StaminaContainer	Control	PersistentRuntime/ChapterRuntime/HUD	0	0	true	false	1	true	false	0.0,0.0	UI	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/HUD/StaminaContainer/Panel	Panel	PersistentRuntime/ChapterRuntime/HUD/StaminaContainer	0	0	true	false	1	true	true	0.0,0.0	UI	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/HUD/StaminaContainer/StaminaBar	ProgressBar	PersistentRuntime/ChapterRuntime/HUD/StaminaContainer	0	0	true	false	1	true	true	0.0,0.0	UI	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/HUD/StaminaContainer/StaminaValue	Label	PersistentRuntime/ChapterRuntime/HUD/StaminaContainer	0	0	true	false	1	true	true	0.0,0.0	UI	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/HUD/RunInventoryHud	Control	PersistentRuntime/ChapterRuntime/HUD	0	0	true	false	1	true	false	0.0,0.0	UI	res://scripts/ui/run_inventory_hud.gd
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/HUD/RunInventoryHud/CoinLabel	Label	PersistentRuntime/ChapterRuntime/HUD/RunInventoryHud	0	0	true	false	1	true	true	0.0,0.0	UI	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/HUD/RunInventoryHud/WeaponLabel	Label	PersistentRuntime/ChapterRuntime/HUD/RunInventoryHud	0	0	true	false	1	true	true	0.0,0.0	UI	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/HUD/RunInventoryHud/WeaponIcon	TextureRect	PersistentRuntime/ChapterRuntime/HUD/RunInventoryHud	0	0	true	false	1	true	true	0.0,0.0	UI	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/HUD/RoomName	Label	PersistentRuntime/ChapterRuntime/HUD	0	0	true	false	1	true	true	0.0,0.0	UI	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ChapterRuntime/HUD/RoomFade	ColorRect	PersistentRuntime/ChapterRuntime/HUD	0	0	true	false	1	false	true	0.0,0.0	UI	-
PERSISTENT_RUNTIME	res://scenes/runtime/chapter_gameplay_runtime.tscn	PersistentRuntime/ActiveRespawn	Marker2D	PersistentRuntime	0	0	true	false	0	true	false	160.0,584.0	Unknown	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule	Node2D	RoomHost	0	0	true	false	0	true	false	0.0,0.0	Unknown	res://chapters/chapter_03_chapel_of_thirteen_echoes/scripts/level/chapter_03_room.gd
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Backdrop	Sprite2D	RoomHost/Ch3ChapelVestibule	-100	-100	true	false	0	true	true	1024.0,360.0	BackgroundArchitecture	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/MirrorBackDoor	Sprite2D	RoomHost/Ch3ChapelVestibule	-60	-60	true	false	0	true	true	108.0,380.0	Door	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/BellEmblem	Sprite2D	RoomHost/Ch3ChapelVestibule	-60	-60	true	false	0	true	true	780.0,188.0	PropsBehind	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/LeftBench	Sprite2D	RoomHost/Ch3ChapelVestibule	-30	-30	true	false	0	true	true	476.0,560.0	PropsBehind	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/RightBench	Sprite2D	RoomHost/Ch3ChapelVestibule	-30	-30	true	false	0	true	true	1072.0,560.0	PropsBehind	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/BellFont	Sprite2D	RoomHost/Ch3ChapelVestibule	-30	-30	true	false	0	true	true	780.0,540.0	PropsBehind	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Stair	Sprite2D	RoomHost/Ch3ChapelVestibule	0	0	true	false	0	true	true	1792.0,692.0	Ground	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry	Node2D	RoomHost/Ch3ChapelVestibule	0	0	true	false	0	true	false	0.0,0.0	Unknown	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Floor	StaticBody2D	RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	false	0.0,0.0	Ground	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Floor/CollisionShape2D	CollisionShape2D	RoomHost/Ch3ChapelVestibule/Geometry/Floor	0	0	true	false	0	true	false	768.0,666.0	Ground	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/LeftWall	StaticBody2D	RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	false	0.0,0.0	BackgroundArchitecture	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/LeftWall/CollisionShape2D	CollisionShape2D	RoomHost/Ch3ChapelVestibule/Geometry/LeftWall	0	0	true	false	0	true	false	-24.0,360.0	BackgroundArchitecture	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step01	StaticBody2D	RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	false	0.0,0.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step01/CollisionShape2D	CollisionShape2D	RoomHost/Ch3ChapelVestibule/Geometry/Step01	0	0	true	false	0	true	false	1568.0,666.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step02	StaticBody2D	RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	false	0.0,0.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step02/CollisionShape2D	CollisionShape2D	RoomHost/Ch3ChapelVestibule/Geometry/Step02	0	0	true	false	0	true	false	1632.0,671.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step03	StaticBody2D	RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	false	0.0,0.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step03/CollisionShape2D	CollisionShape2D	RoomHost/Ch3ChapelVestibule/Geometry/Step03	0	0	true	false	0	true	false	1696.0,676.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step04	StaticBody2D	RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	false	0.0,0.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step04/CollisionShape2D	CollisionShape2D	RoomHost/Ch3ChapelVestibule/Geometry/Step04	0	0	true	false	0	true	false	1760.0,681.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step05	StaticBody2D	RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	false	0.0,0.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step05/CollisionShape2D	CollisionShape2D	RoomHost/Ch3ChapelVestibule/Geometry/Step05	0	0	true	false	0	true	false	1824.0,686.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step06	StaticBody2D	RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	false	0.0,0.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step06/CollisionShape2D	CollisionShape2D	RoomHost/Ch3ChapelVestibule/Geometry/Step06	0	0	true	false	0	true	false	1888.0,691.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step07	StaticBody2D	RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	false	0.0,0.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step07/CollisionShape2D	CollisionShape2D	RoomHost/Ch3ChapelVestibule/Geometry/Step07	0	0	true	false	0	true	false	1952.0,696.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step08	StaticBody2D	RoomHost/Ch3ChapelVestibule/Geometry	0	0	true	false	0	true	false	0.0,0.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Geometry/Step08/CollisionShape2D	CollisionShape2D	RoomHost/Ch3ChapelVestibule/Geometry/Step08	0	0	true	false	0	true	false	2016.0,701.0	Platform	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Doors	Node2D	RoomHost/Ch3ChapelVestibule	0	0	true	false	0	true	false	0.0,0.0	Door	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Doors/NaveDoor	Area2D	RoomHost/Ch3ChapelVestibule/Doors	14	14	true	false	0	true	false	1468.0,380.0	Door	res://chapters/chapter_03_chapel_of_thirteen_echoes/scripts/level/chapter_03_room_door.gd
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Doors/NaveDoor/DoorVisual	Sprite2D	RoomHost/Ch3ChapelVestibule/Doors/NaveDoor	0	14	true	false	0	true	true	1468.0,380.0	Door	-
CH3_CHAPEL_VESTIBULE	res://chapters/chapter_03_chapel_of_thirteen_echoes/scenes/rooms/ch3_chapel_vestibule.tscn	RoomHost/Ch3ChapelVestibule/Doors/NaveDoor/Blocker	StaticBody2D	RoomHost/Ch3ChapelVestibule/Doors/NaveDoor	0	14	true	false	0	true	false	1468.0,380.0	Door	-
